headword,CEFR,level_num
cultivate,B1,3
cultural,B1,3
culturally,B2,4
culture,A1,1
cup,A1,1
cupboard,A2,2
cure,B1,3
cure,B2,4
curiosity,B1,3
curious,B1,3
curiously,B1,3
curl,B2,4
curly,B1,3
currency,B1,3
current,B1,3
currently,B1,3
curriculum,B1,3
curry,A2,2
curse,A2,2
cursor,B2,4
curtain,B1,3
curve,B1,3
cushion,B1,3
custom,A2,2
customer,A2,2
customs,B1,3
cut,B1,3
cut,A1,1
cute,A1,1
CV,B1,3
cyberaddict,B2,4
cybercafe/cybercafé,B2,4
cybercrime,B2,4
cyberpet,B2,4
cyberschool,B2,4
cyberspace,B2,4
cycle,B1,3
cycle,B1,3
cycling,A2,2
cyclist,B2,4
dad,A1,1
daddy,A1,1
daft,B2,4
daily,A2,2
daily,A2,2
daisy,B1,3
dam,A2,2
damage,B1,3
damage,B1,3
damaged,B1,3
damn,B2,4
damn,B2,4
damn,B2,4
damp,B1,3
dance,A1,1
dance,A1,1
dancer,A2,2
dancing,A1,1
dandelion,B2,4
danger,A2,2
dangerous,A2,2
dangerously,B1,3
dare,B1,3
dark,A1,1
darkness,B1,3
darling,B2,4
darling,B2,4
dash,B2,4
dash,B2,4
data,B2,4
database,B2,4
date,A1,1
date,B1,3
dated,B2,4
dating,B1,3
daughter,A1,1
daughter-in-law,B2,4
dawn,B2,4
day,A1,1
daylight,A2,2
daytime,B2,4
daze,B1,3
dazzle,B1,3
de facto,B2,4
dead,A2,2
deadline,B1,3
deadly,B1,3
deaf,B1,3
deal,A2,2
deal,B1,3
dealer,B1,3
dear,A1,1
dear,B2,4
dearly,B2,4
death,A2,2
debate,A2,2
debit,B2,4
debit,B2,4
debit card,B2,4
debris,B1,3
debt,B1,3
decade,B2,4
decay,B2,4
deceive,B2,4
December,A1,1
decent,B2,4
deceptive,B2,4
decide,A2,2
decision,B1,3
decisive,B2,4
deck,B2,4
declaration,B1,3
declare,B1,3
decline,B1,3
decline,B2,4
decomposition,B2,4
decorate,B2,4
decoration,B2,4
decorative,B2,4
decrease,B1,3
decrease,B1,3
dedicate,B1,3
dedication,B2,4
deduce,B2,4
deduction,B2,4
deed,B1,3
deem,B2,4
deep,B2,4
deep,A2,2
deeply,A2,2
deer,B2,4
defeat,B2,4
defeat,B1,3
defend,B1,3
defender,B1,3
defense/defence,B1,3
deficiency,B1,3
deficit,B2,4
define,B1,3
definite,B1,3
definite article,B1,3
definitely,B1,3
definition,B1,3
deforestation,B2,4
defy,B2,4
degree,A2,2
dehumanize/dehumanise,B2,4
delay,A2,2
delay,B1,3
delegate,B2,4
delete,B1,3
deliberate,B2,4
deliberately,B2,4
delicacy,B2,4
delicate,B1,3
delicately,B2,4
delicious,A1,1
delight,B1,3
delight,B2,4
delighted,B1,3
delightful,B1,3
deliver,B1,3
delivery,B1,3
demand,B1,3
demand,B1,3
demanding,B2,4
democracy,B1,3
democratic,B1,3
demolish,B2,4
demonstrate,B1,3
demonstration,B1,3
denim,B2,4
dense,B2,4
densely,B2,4
dental,B2,4
dentist,A2,2
deny,B1,3
depart,B1,3
department,B1,3
department store,A2,2
departure,B1,3
depend,A2,2
dependable,B2,4
dependent,B1,3
deposit,B1,3
deposit,B2,4
depressed,B1,3
depressing,B1,3
depression,B1,3
deprive,B1,3
depth,B1,3
deputy,B2,4
derive,B1,3
descend,B2,4
describe,A1,1
description,A2,2
descriptive,B2,4
desert,A2,2
deserve,B1,3
design,A1,1
design,B1,3
designer,B2,4
designer,B1,3
desirable,B2,4
desire,B1,3
desire,B2,4
desk,A1,1
desktop,B2,4
desolation,B2,4
despair,B1,3
desperate,B1,3
desperately,B2,4
desperation,B2,4
despise,B2,4
despite,B1,3
dessert,A2,2
destination,B1,3
destiny,B2,4
destroy,A2,2
destruction,B1,3
destructive,B1,3
detach,B2,4
detachment,B2,4
detail,A2,2
detailed,B2,4
detect,B2,4
detective,B1,3
determination,B1,3
determine,B1,3
determined,B2,4
determiner,B2,4
devastate,B1,3
devastating,B1,3
develop,A2,2
developed,A2,2
developing,B2,4
development,B1,3
device,B1,3
devil,B2,4
devote,B2,4
devoted,B2,4
devotion,B1,3
diagram,B1,3
dial,B1,3
dial,B1,3
dialog/dialogue,B1,3
diameter,B1,3
diamond,A2,2
diaper,B1,3
diarrhea/diarrhoea,B2,4
diary,A2,2
dictator,B2,4
dictionary,A1,1
did,A1,1
die,A2,2
diet,A2,2
differ,B1,3
difference,A1,1
different,A1,1
differently,A2,2
difficult,A1,1
difficulty,A2,2
dig,A1,1
dig,B1,3
digest,B2,4
digital,B1,3
digital camera,A2,2
dignify,B2,4
dignity,B2,4
dilemma,B2,4
diligence,B1,3
diligent,B1,3
dim,B2,4
dime,B2,4
dimension,B2,4
dining room,A1,1
dinner,A1,1
dinosaur,A2,2
dioxide,B1,3
dip,B2,4
diphtheria,B2,4
diploma,B2,4
diplomat,B2,4
direct,A2,2
direct,B1,3
direction,A2,2
directly,B1,3
director,A2,2
dirt,B1,3
dirty,A1,1
disability,B1,3
disable,B1,3
disabled,B1,3
disadvantage,A2,2
disagree,A2,2
disagreement,B1,3
disappear,A2,2
disappearance,B2,4
disappoint,B1,3
disappointed,A2,2
disappointing,A2,2
disappointment,B1,3
disapproval,B2,4
disapprove,B2,4
disaster,B1,3
disastrous,B1,3
disc jockey/disk jockey,B1,3
discharge,B2,4
disciple,B2,4
discipline,B2,4
disco,A2,2
discomfort,B1,3
disconnect,B2,4
discount,B1,3
discourage,B1,3
discover,A2,2
discovery,B1,3
discredit,B2,4
discriminate,B2,4
discrimination,B1,3
discuss,A1,1
discussion,A2,2
disease,B1,3
disgrace,B2,4
disguise,B2,4
disguise,B2,4
disgusting,B1,3
dish,A1,1
dishonest,A2,2
dishonesty,B2,4
dishwasher,B1,3
disillusion,B2,4
disk/disc,B1,3
dislike,A2,2
dislike,B1,3
dismiss,B2,4
disorder,B2,4
disorderly,B2,4
disorganized/disorganised,B2,4
dispensable,B2,4
displace,B2,4
display,A2,2
display,B1,3
displeasure,B2,4
disposal,B2,4
disposition,B2,4
dispute,B2,4
disqualify,B2,4
disregard,B2,4
disrupt,B2,4
dissatisfaction,B2,4
dissatisfied,B2,4
dissident,B2,4
dissolve,B1,3
distance,B1,3
distant,B1,3
distinction,B1,3
distinctly,B1,3
distinguish,B1,3
distinguished,B2,4
distortion,B2,4
distract,B2,4
distraction,B2,4
distressing,B2,4
distribute,B1,3
distribution,B1,3
distributor,B2,4
district,B1,3
disturb,A2,2
disturbance,B1,3
dive,B1,3
dive,B1,3
diver,B1,3
diverse,B1,3
diversion,B2,4
divert,B2,4
divide,B1,3
divide,A2,2
divided,B2,4
divine,B1,3
diving,B1,3
division,B2,4
divorce,B2,4
divorce,B2,4
divorced,B1,3
dizzy,A2,2
DJ,B1,3
DNA,B2,4
do,A1,1
doc,B1,3
dock,B2,4
doctor/Dr./Dr,A1,1
document,B1,3
documentary,B1,3
does,A1,1
dog,A1,1
doing,A1,1
doll,A1,1
dollar,A1,1
dolphin,B1,3
domestic,B2,4
dominate,B2,4
donate,B2,4
donation,B2,4
done,A2,2
donkey,B2,4
doom,B2,4
door,A1,1
doorkeeper,B2,4
doorway,B2,4
dorm,B2,4
dormitory,B2,4
dose,B2,4
dot,B1,3
double,A2,2
double,B2,4
double,B2,4
doubly,B2,4
doubt,A2,2
doubt,B2,4
doubtful,B2,4
dove,B2,4
down,B2,4
down,A1,1
down,A2,2
downfall,B2,4
download,B2,4
download,A2,2
downsize,B2,4
downstairs,B1,3
downstairs,A2,2
downtown,A2,2
downward,B1,3
dowry,B2,4
doze,B1,3
dozen,B1,3
dozen,B1,3
draft/draught,B2,4
drag,B1,3
drain,B2,4
drain,B2,4
drama,A1,1
dramatic,B1,3
dramatically,B2,4
drapery,B2,4
draw,A2,2
draw,A1,1
drawer,A2,2
drawing,A2,2
dread,B2,4
dreadful,B2,4
dream,A1,1
dream,A2,2
dreamy,B2,4
dress,A1,1
dress,A2,2
dressed,A2,2
drill,A2,2
drink,A1,1
drink,A1,1
drinkable,B2,4
drive,A1,1
drive,A2,2
driver,A1,1
driver's license/driving licence,A2,2
droop,B2,4
drop,A2,2
drop,A1,1
dropout,B2,4
drought,B2,4
drown,B1,3
drug,A2,2
drugstore,A2,2
drum,A1,1
drunk,B1,3
dry,A1,1
dry,A2,2
duck,A2,2
dude,B1,3
due,A1,1
duel,B2,4
dull,B1,3
dumb,B2,4
dump,B1,3
dump,B1,3
duplicate,B2,4
duplication,B2,4
during,A2,2
dust,A2,2
dustbin,B1,3
dusty,B1,3
duty,B1,3
duty-free,B1,3
duvet,B1,3
DVD,A1,1
dwarf,B2,4
dye,B2,4
dynamic,B2,4
dynasty,B1,3
each,A1,1
each,A1,1
each other,A1,1
eager,B1,3
eagerly,B2,4
eagerness,B1,3
eagle,B2,4
ear,A1,1
earache,B1,3
early,A2,2
early,A1,1
earn,A2,2
earnest,B1,3
earnings,B2,4
earring,A2,2
earth,A2,2
earthquake,A2,2
ease,B2,4
ease,B2,4
easily,A2,2
east,A2,2
east,A2,2
east,A2,2
eastern,B1,3
eastward,B2,4
easy,A1,1
easygoing/easy-going,B1,3
eat,A1,1
eco,B1,3
ecological,B1,3
ecologically,B2,4
ecologist,B2,4
ecology,B1,3
economic,B1,3
economical,B2,4
economics,B1,3
economist,B2,4
economy,B1,3
ecosystem,B1,3
ecstasy,B1,3
ecstatic,B2,4
edge,B1,3
edit,B2,4
edit,B2,4
edition,B1,3
editor,A2,2
editorial,B2,4
educate,B1,3
educated,B2,4
education,A2,2
educational,A2,2
educator,B2,4
effect,A2,2
effective,B1,3
effectively,B2,4
effectiveness,B2,4
efficiency,B1,3
efficient,B1,3
effort,A2,2
egg,A1,1
eight,A1,1
eighteen,A1,1
eighty,A1,1
either,A1,1
either,A2,2
either,B1,3
either,B1,3
elbow,B1,3
elderly,A2,2
elect,B2,4
election,B1,3
elective,B2,4
electric,A2,2
electrical,B1,3
electrician,B2,4
electricity,B1,3
electron,B1,3
electronic,B1,3
electronically,B2,4
electronics,B2,4
elegance,B2,4
elegant,B2,4
elegantly,B2,4
element,B1,3
elemental,B2,4
elementary,A1,1
elephant,A2,2
elevator,A2,2
eleven,A1,1
eligible,B2,4
eliminate,B1,3
elite,B2,4
eloquence,B2,4
eloquent,B2,4
else,A1,1
elsewhere,A2,2
email,A2,2
email/e-mail/E-mail,A1,1
embarrass,B1,3
embarrassed,B1,3
embarrassing,A2,2
embarrassment,B1,3
embassy,B2,4
embrace,B2,4
emerge,B1,3
emergence,B2,4
emergency,A2,2
emotion,B1,3
emotional,B1,3
emotionally,B1,3
emperor,B1,3
emphasis,B1,3
emphasize/emphasize,B1,3
emphatically,B2,4
empire,B1,3
employ,B2,4
employee,B2,4
employer,B2,4
employment,B1,3
empty,A2,2
enable,B1,3
enclose,B1,3
encounter,B1,3
encounter,B2,4
encourage,A2,2
encouragement,B1,3
encouraging,B1,3
encyclopedia/encyclopaedia,B1,3
end,A1,1
end,A2,2
endanger,B1,3
endangered,A2,2
endeavor/endeavour,B2,4
ending,A2,2
endless,B1,3
endlessly,B2,4
endorse,B2,4
endurance,B2,4
endure,B1,3
enduring,B2,4
enemy,B1,3
energetic,A2,2
energy,B2,4
enforce,B2,4
engage,B1,3
engaged,B1,3
engagement,B2,4
engine,B1,3
engineer,A1,1
engineering,B1,3
Englishman,B1,3
engulf,B2,4
enhance,B2,4
enjoy,A1,1
enjoyable,B1,3
enjoyment,B1,3
enormous,A2,2
enough,A2,2
enough,A2,2
enough,A2,2
enrich,B1,3
enroll/enrol,B2,4
ensure,B1,3
enter,A2,2
enterprise,B2,4
entertain,B1,3
entertainer,B1,3
entertaining,B2,4
entertainment,A2,2
enthusiasm,B1,3
enthusiast,B1,3
enthusiastic,B1,3
enthusiastically,B2,4
entire,B1,3
entirely,B1,3
entitle,B2,4
entrance,A2,2
entrepreneur,B2,4
entry,B1,3
envelope,A2,2
environment,B2,4
environmental,B1,3
environmentalist,B1,3
environmentally,B2,4
environmentally friendly,B2,4
envy,A2,2
envy,B2,4
episode,A2,2
equal,B1,3
equal,B2,4
equal,B2,4
equality,B1,3
equally,B1,3
equation,B2,4
equip,B2,4
equipment,B1,3
equity,B2,4
era,B1,3
erect,B2,4
error,A2,2
erupt,B2,4
eruption,B2,4
escalator,A2,2
escape,A2,2
escape,B1,3
especially,A2,2
essay,A2,2
essayist,B2,4
essence,B1,3
essential,B1,3
essentially,B2,4
establish,A2,2
establishment,B1,3
estate,B2,4
estimate,B2,4
estimate,B1,3
estimated,B2,4
eternal,B1,3
eternally,B2,4
eternity,B1,3
ethic,B2,4
ethnic,B2,4
euro,A2,2
evacuate,B2,4
evacuation,B2,4
evaluate,B2,4
evaluation,B2,4
even,B1,3
even,A2,2
evening,A1,1
evenly,B1,3
event,A1,1
eventually,B1,3
ever,A2,2
everlasting,B2,4
every,A1,1
everybody,A1,1
everyday,A1,1
everyone,A1,1
everything,A1,1
everywhere,A1,1
evidence,A2,2
evident,B1,3
evidently,B2,4
evil,B2,4
evil,B2,4
evolution,B2,4
evolve,B2,4
exact,B1,3
exactly,A2,2
exactness,B2,4
exaggerate,B2,4
exaggeration,B2,4
exalt,B2,4
exam,A2,2
examination,B1,3
examine,B1,3
examinee,B2,4
examiner,B1,3
example,A1,1
exceed,B2,4
excel,B2,4
excellence,B1,3
excellent,A1,1
except,A2,2
except,A2,2
exception,B2,4
exceptional,B2,4
exceptionally,B2,4
excess,B1,3
excessive,B2,4
exchange,A2,2
exchange,B1,3
exchange rate,B1,3
excited,A1,1
excitedly,B1,3
excitement,B1,3
exciting,A1,1
exclaim,B2,4
exclamation mark,B2,4
exclude,B2,4
exclusion,B2,4
exclusive,B1,3
exclusively,B2,4
excursion,B2,4
excuse,A1,1
excuse,B1,3
execute,B2,4
execution,B2,4
executive,B2,4
executive,B2,4
exercise,A2,2
exercise,A1,1
exhaust,B2,4
exhausted,B1,3
exhausting,B2,4
exhaustion,B2,4
exhibit,B2,4
exhibition,A2,2
exile,B2,4
exist,A2,2
existence,B1,3
existing,B2,4
exit,B1,3
exit,B1,3
exotic,B2,4
expand,B1,3
expansion,B2,4
expect,A2,2
expectation,B2,4
expected,B2,4
expedition,B2,4
expense,B1,3
expensive,A1,1
experience,A2,2
experience,B1,3
experienced,B1,3
experiment,B1,3
experiment,B2,4
expert,B2,4
expert,A2,2
explain,A2,2
explanation,A2,2
explode,B2,4
exploit,B2,4
exploration,B1,3
explore,A2,2
explorer,B2,4
explosion,B1,3
explosive,B2,4
explosive,B2,4
export,B2,4
export,B2,4
expose,B1,3
express,A2,2
express,B1,3
expression,A2,2
expressive,B2,4
exquisite,B2,4
extend,B1,3
extension,B2,4
extensive,B2,4
extensively,B1,3
extent,B1,3
external,B2,4
extinct,B1,3
extinction,B1,3
extra,A2,2
extra,A2,2
extra,B1,3
extract,B2,4
extract,B2,4
extraordinarily,B2,4
extraordinary,B1,3
extreme,B1,3
extreme sports,B1,3
extremely,A2,2
exultant,B2,4
eye,A1,1
eyebrow,B2,4
eyelash,B2,4
eyelid,B2,4
eyesight,B1,3
fabric,B2,4
fabulous,B2,4
face,A1,1
face,A2,2
face to face,B1,3
face-to-face,B1,3
facilitate,B2,4
facilities,B2,4
facility,B1,3
fact,A2,2
factor,B2,4
factory,A1,1
faculty,B2,4
fade,B1,3
fail,A2,2
failure,B1,3
faint,B1,3
faint,B2,4
fair,A1,1
fair,B1,3
fairly,A2,2
fairy,A1,1
faith,B2,4
faithful,B1,3
fake,B1,3
fall,B1,3
fall,A2,2
fallen,B1,3
false,A1,1
falter,B2,4
fame,B2,4
familiar,A2,2
familiarize/familiarise,B2,4
family,A1,1
famous,A1,1
fan,A1,1
fancy,A2,2
fancy,B1,3
fancy,B1,3
fantastic,A2,2
fantastically,B2,4
fantasy,B1,3
far,B2,4
far,A2,2
faraway,B1,3
fare,A2,2
farewell,B1,3
farm,A1,1
farmer,A1,1
farming,B1,3
farmland,B1,3
farther,B1,3
farthest,B1,3
fascinate,B1,3
fascinated,B2,4
fascinating,A2,2
fascination,B2,4
fashion,A2,2
fashionable,B1,3
fast,A1,1
fast,A1,1
fast food,A2,2
fasten,B1,3
fat,A1,1
fat,B2,4
fatal,B2,4
fate,B2,4
father,A1,1
father-in-law,B2,4
fault,A2,2
faulty,B2,4
favor/favour,A2,2
favorable/favourable,B1,3
favorite/favourite,A1,1
favorite/favourite,A1,1
fax,B1,3
fax,B1,3
fear,A2,2
fear,B2,4
fearsome,B2,4
feast,B1,3
feat,B2,4
feather,A2,2
feature,A2,2
feature,B2,4
February,A1,1
fed up,B2,4
federal,B2,4
fee,A2,2
feed,A1,1
feed,B1,3
feedback,B2,4
feel,A2,2
feel,A1,1
feeling,A1,1
fellow,B2,4
fellow,B1,3
female,A2,2
female,B2,4
fence,A2,2
ferry,B1,3
ferryboat,B2,4
festival,A1,1
festive,B1,3
fetch,B1,3
fever,A1,1
feverishly,B1,3
few,A2,2
few,B1,3
fiber/fibre,B2,4
fiction,A2,2
fictional,B2,4
field,A1,1
fierce,B2,4
fifteen,A1,1
fifth,B1,3
fifty,A1,1
fight,A1,1
fight,B1,3
fighter,A2,2
fighting,B2,4
figurative,B2,4
figure,A2,2
figure,A2,2
file,A1,1
file,B2,4
filial,B2,4
fill,A1,1
filling,B1,3
film,A2,2
film,B1,3
film-maker,B1,3
filter,B1,3
final,A2,2
final,A2,2
finally,A2,2
finance,B2,4
finance,B1,3
financial,B1,3
financially,B2,4
find,A1,1
finding,B1,3
fine,A1,1
fine,B2,4
fine,B1,3
fine,B2,4
finely,B2,4
finger,B1,3
fingernail,B2,4
finish,A1,1
finish,A1,1
fire,A1,1
fire,B2,4
fire brigade,B2,4
fire station,B1,3
firearm,B2,4
firefighter,B1,3
fireplace,B2,4
firework,B1,3
firm,B1,3
firm,B1,3
firmly,B1,3
firmness,B2,4
first,A1,1
first,A1,1
first floor,B1,3
first lady,B1,3
first language,B2,4
first name,A2,2
first person,B2,4
first-floor,B1,3
firstly,B2,4
fiscal,B2,4
fish,A1,1
fish,B1,3
fisherman,A2,2
fishing,A1,1
fit,A2,2
fit,B2,4
fit,B1,3
fitness,B1,3
five,A1,1
fix,A2,2
fix,B1,3
fixed,B2,4
flag,A1,1
flame,B2,4
flap,B2,4
flash,B1,3
flash,B2,4
flash,B2,4
flat,B1,3
flat,B2,4
flat,A1,1
flavor/flavour,B1,3
flaw,B2,4
flawless,B2,4
flax,B2,4
flea,A2,2
flee,B2,4
fleet,B2,4
flesh,B2,4
flexibility,B2,4
flexible,B2,4
flexibly,B2,4
flight,A2,2
flip,B2,4
float,A2,2
float,B1,3
flock,B1,3
flood,A2,2
flood,B1,3
floor,A1,1
flour,A2,2
flow,B1,3
flow,B1,3
flower,A1,1
flu,B1,3
fluency,B2,4
fluent,B1,3
fluently,B1,3
fluid,B2,4
flunk,B1,3
flute,B1,3
flutter,B2,4
fly,A1,1
fly,A1,1
focus,B2,4
focus,A1,1
fog,A2,2
foggy,A1,1
fold,B1,3
fold,B1,3
folder,A2,2
folk,B1,3
follow,A2,2
follower,B2,4
following,A1,1
following,B2,4
folly,B2,4
fond,B1,3
fondly,B2,4
fondness,B1,3
food,A1,1
fool,A2,2
fool,B1,3
foolish,B1,3
foolishly,B2,4
foot,B1,3
football,A1,1
footballer,A2,2
footnote,B2,4
for,A2,2
for,A1,1
forbid,A2,2
forbidden,B1,3
force,A2,2
force,B2,4
forcefully,B2,4
forecast,B1,3
forehead,B1,3
foreign,A1,1
foreigner,A1,1
foreman,B2,4
foresee,B2,4
forest,A2,2
forestry,B2,4
forever,A2,2
forget,A1,1
forgive,B1,3
fork,A2,2
form,A1,1
form,B1,3
formal,B1,3
formally,B1,3
format,B1,3
format,B1,3
formation,B2,4
former,B1,3
formerly,B2,4
formidable,B2,4
formula,B1,3
forth,B1,3
forthcoming,B2,4
fortnight,B1,3
fortunate,B1,3
fortunately,A2,2
fortune,A2,2
forty,A1,1
forward,A2,2
foul,B2,4
found,B2,4
foundation,B1,3
fountain,B1,3
four,A1,1
fourteen,A1,1
fox,B2,4
fragment,B1,3
fragrance,B2,4
frame,A2,2
frame,B2,4
frank,A2,2
frankly,B2,4
frantically,B2,4
fraud,B2,4
freak,B2,4
free,A1,1
free,A2,2
free,B2,4
freedom,A2,2
freely,B1,3
freeze,A2,2
freezer,B1,3
freezing,B1,3
frequency,B1,3
frequent,B1,3
frequently,B1,3
fresh,A2,2
freshman,B1,3
Friday,A1,1
fridge,A2,2
fried,A2,2
friend,A1,1
friendliness,B1,3
friendly,B2,4
friendship,A2,2
frigate,B2,4
fright,B1,3
frighten,A2,2
frightened,A2,2
frightening,A2,2
frog,A1,1
from,A1,1
front,A1,1
front,A2,2
frontier,B2,4
frost,B1,3
frozen,B1,3
frugal,B2,4
fruit,A1,1
frustrated,B1,3
frustration,B1,3
fry,A2,2
fry,B1,3
frying pan,B1,3
fuel,B1,3
fulfill/fulfil,B2,4
full,A1,1
full stop,B1,3
full-time,B1,3
full-time,B1,3
fully,A2,2
fume,B2,4
fun,A1,1
fun,A1,1
function,B1,3
function,A2,2
functional,B2,4
functionality,B2,4
fund,B1,3
fund,B1,3
fundamental,B2,4
funeral,B1,3
funk,B2,4
funky,B2,4
funny,A1,1
fur,B1,3
furious,B2,4
furiously,B2,4
furnish,B1,3
furniture,A2,2
furor/furore,B2,4
further,A2,2
further,B1,3
furthermore,B1,3
furthest,B1,3
fuss,B1,3
future,B1,3
future,A1,1
gaiety,B2,4
gain,B1,3
gain,B1,3
gall,B1,3
gallery,A2,2
gallon,B1,3
gambling,B2,4
game,A1,1
gang,B2,4
gangster,B2,4
gap,B1,3
garage,A2,2
garbage,A1,1
garden,A1,1
gardener,B2,4
gardening,B1,3
garlic,A2,2
garment,B1,3
gas,A2,2
gasp,B2,4
gate,A2,2
gateway,B2,4
gather,A2,2
gaudy,B2,4
gay,B1,3
gaze,B2,4
gear,B2,4
gee,B1,3
gender,A2,2
gene,B1,3
general,B1,3
general,B1,3
generalization/generalisation,B2,4
generalize/generalise,B2,4
generally,B1,3
generate,B1,3
generation,A2,2
generosity,B2,4
generous,B1,3
generously,B2,4
genetic,B1,3
genetically,B1,3
genetics,B1,3
genius,B2,4
genre,B2,4
gentle,A2,2
gentleman,B1,3
gently,B2,4
genuine,B2,4
genuinely,B2,4
geographic,B2,4
geographical,B1,3
geography,B1,3
geology,B1,3
germ,B2,4
gesture,B1,3
get,A1,1
getaway,B2,4
ghetto,B2,4
ghost,A1,1
giant,B1,3
gift,A1,1
gifted,B1,3
giggle,B1,3
ginger,B1,3
giraffe,B1,3
girl,A1,1
girlfriend,A1,1
give,A1,1
giveaway,B2,4
given,A2,2
glacis,B2,4
glad,A1,1
glamorous/glamourous,B2,4
glance,B1,3
glance,B1,3
glare,B2,4
glass,A1,1
glasses,A1,1
gleam,B2,4
glee,B2,4
glide,B1,3
glimpse,B1,3
glint,B1,3
global,B1,3
global warming,B2,4
globally,B2,4
globe,A2,2
glocal,B2,4
gloomy,B2,4
glorify,B2,4
glorious,B1,3
glory,B1,3
glove,A2,2
glow,B2,4
go,B1,3
go,A1,1
goal,A1,1
goalkeeper,B1,3
goat,B2,4
god,B2,4
goddess,B1,3
godly,B2,4
gold,A1,1
gold,A2,2
golden,A2,2
golf,A2,2
golfer,B1,3
good,A1,1
good,B2,4
good afternoon,A1,1
good morning,A1,1
good night,A1,1
good-looking,A2,2
goodness,B1,3
goods,B1,3
goodwill,B2,4
gook,B2,4
gorge,B2,4
gorgeous,B1,3
gorilla,B1,3
gossip,B1,3
gossip,B2,4
govern,B1,3
government,A2,2
governmental,B2,4
governor,B1,3
gown,B1,3
grab,B1,3
grace,A2,2
graceful,B1,3
gracefulness,B2,4
grade,A1,1
grade,B2,4
gradual,B2,4
gradually,A2,2
graduate,B1,3
graduate,A2,2
graduation,B1,3
grain,B2,4
gram/gramme,A2,2
grammar,A1,1
grand,B2,4
grandchild,A2,2
granddad,A2,2
granddaughter,A2,2
grandfather,A1,1
grandma,A1,1
grandmother,A1,1
grandpa,A1,1
grandparent,A1,1
grandson,A2,2
granny,A2,2
grant,B1,3
grant,B1,3
grape,A1,1
graph,B1,3
graphic,B1,3
graphically,B2,4
graphics,B1,3
grasp,B2,4
grass,A1,1
grateful,A2,2
gratitude,B1,3
grave,B1,3
gravestone,B2,4
gravitation,B2,4
gravy,B1,3
gray/grey,A1,1
gray/grey,A1,1
great,A1,1
greatly,A2,2
greatness,B2,4
greedy,A2,2
green,A1,1
green,A2,2
greenhouse,B1,3
greet,A1,1
greeting,B1,3
grief,B2,4
grieve,B2,4
grill,B1,3
grill,B1,3
grilled,A2,2
grim,B2,4
grin,B2,4
grip,B2,4
grip,B2,4
grocery store,A2,2
groom,B1,3
gross,B2,4
ground,A1,1
ground floor,B1,3
group,A1,1
group,B1,3
grouping,B1,3
grow,A1,1
growing,B2,4
grown-up,B2,4
grown-up,B2,4
growth,B1,3
guarantee,B1,3
guarantee,B2,4
guard,A2,2
guard,B2,4
guerrilla,B2,4
guess,B1,3
guess,A1,1
guest,A1,1
guidance,B1,3
guide,B1,3
guide,B1,3
guidebook,A2,2
guideline,B2,4
guilt,B1,3
guilty,B1,3
guitar,A1,1
guitarist,B1,3
gulp,B2,4
gum,B2,4
gun,A2,2
gunshot,B2,4
guts,B2,4
guy,A1,1
gym,B1,3
gymnastic,B2,4
gymnastics,B1,3
habit,A1,1
habitant,B2,4
habitat,B1,3
had,A1,1
hail,B2,4
hair,A1,1
haircut,A1,1
hairdresser,B1,3
hairdryer,B1,3
hairy,B2,4
half,B1,3
half,A2,2
half,A1,1
half,A2,2
half-price,A2,2
half-price,A2,2
hall,A1,1
ham,A2,2
hamburger,A1,1
hammer,B1,3
hammer,B2,4
hand,A1,1
hand,A2,2
handbag,A2,2
handball,B1,3
hand-held,B1,3
handicap,B2,4
handicapped,A2,2
handicraft,B2,4
handkerchief,B1,3
handle,A2,2
handle,B1,3
handout,B2,4
handrail,B2,4
handshake,B1,3
handsome,A1,1
handwriting,B1,3
handy,B1,3
hang,B2,4
hang,B1,3
hanging,B1,3
happen,A1,1
happily,A2,2
happiness,A2,2
happy,A1,1
harbor/harbour,B1,3
hard,A1,1
hard,A1,1
hard drive,B2,4
hardly,A2,2
hardship,B1,3
hardware,B2,4
hard-working,B1,3
harm,B2,4
harm,A2,2
harmful,A2,2
harmless,B2,4
harmony,A2,2
harness,B1,3
harrow,B2,4
harvest,A2,2
has,A1,1
haste,B2,4
hastily,B2,4
hasty,B1,3
hat,A1,1
hatch,B1,3
hatching,B2,4
hate,B1,3
hate,A2,2
hatred,B1,3
haunt,B1,3
haunt,B2,4
haunting,B2,4
have,A1,1
have to,A1,1
haven,B1,3
hay,B2,4
hazard,B1,3
hazardous,B2,4
he,A1,1
head,A1,1
head,A2,2
headache,A1,1
headline,B1,3
headphone,A2,2
headquarters,B2,4
headteacher,A2,2
heal,B1,3
healing,B1,3
health,A1,1
health care,B2,4
healthy,A1,1
heap,B2,4
heap,B2,4
hear,A1,1
hearing,B1,3
heart,A1,1
heart attack,B1,3
heartbreaking,B2,4
hearted,B1,3
heartwarming/heart-warming,B2,4
hearty,B1,3
heat,A2,2
heat,B1,3
heater,B1,3
heating,A2,2
heaven,B1,3
heavenly,B1,3
heavily,A2,2
heavy,A1,1
hedge,B2,4
heel,B1,3
height,B1,3
helicopter,B2,4
hell,B2,4
hello,A1,1
helmet,B1,3
help,A2,2
help,A1,1
helper,B2,4
helpful,A2,2
helpless,B1,3
hemp,B2,4
her,A1,1
her,A1,1
herb,B2,4
herd,B1,3
here,A1,1
heritage,B2,4
hero,A2,2
hers,A1,1
herself,A2,2
hesitate,B1,3
